idx,uniqueid,id,maxclass,numinlets,numoutlets,patchx,patchy,parent,abstype,text,displayname
614,obj-2_obj-20_obj-51_obj-531_root,obj-2,inlet,0,1,323.0,73.0,obj-20_obj-51_obj-531_root,standard,,inlet
615,obj-3_obj-20_obj-51_obj-531_root,obj-3,newobj,2,1,220.0,226.0,obj-20_obj-51_obj-531_root,standard,expr $f1 * 1000. / $f2,expr $f1 * 1000. / $f2
616,obj-24_obj-20_obj-51_obj-531_root,obj-24,outlet,1,0,259.5,367.0,obj-20_obj-51_obj-531_root,standard,,outlet
617,obj-23_obj-20_obj-51_obj-531_root,obj-23,outlet,1,0,220.0,367.0,obj-20_obj-51_obj-531_root,standard,,outlet
618,obj-18_obj-20_obj-51_obj-531_root,obj-18,newobj,2,1,180.0,146.0,obj-20_obj-51_obj-531_root,standard,+ 1,+ 1
619,obj-1_obj-20_obj-51_obj-531_root,obj-1,inlet,0,1,180.0,73.0,obj-20_obj-51_obj-531_root,standard,,inlet
620,obj-68_obj-20_obj-51_obj-531_root,obj-68,newobj,1,2,220.0,287.0,obj-20_obj-51_obj-531_root,standard,t l l,t l l
621,obj-58_obj-20_obj-51_obj-531_root,obj-58,newobj,2,1,220.0,312.0,obj-20_obj-51_obj-531_root,standard,!- 0.,!- 0.
622,obj-53_obj-20_obj-51_obj-531_root,obj-53,newobj,2,2,220.0,263.0,obj-20_obj-51_obj-531_root,standard,zl group 2,zl group 2
623,obj-50_obj-20_obj-51_obj-531_root,obj-50,newobj,1,3,180.0,122.0,obj-20_obj-51_obj-531_root,standard,t i i b,t i i b
624,obj-43_obj-20_obj-51_obj-531_root,obj-43,newobj,3,1,220.0,195.0,obj-20_obj-51_obj-531_root,standard,peek~ slices,peek~ slices
625,obj-20_obj-51_obj-531_root,obj-20,newobj,2,2,30.5,498.0,obj-51_obj-531_root,subpatcher,p other query converted,p other query converted
626,obj-47_obj-51_obj-531_root,obj-47,newobj,2,1,552.0,451.0,obj-51_obj-531_root,standard,/ 10.,/ 10.
627,obj-43_obj-51_obj-531_root,obj-43,number,1,2,614.0,378.0,obj-51_obj-531_root,standard,,number
628,obj-40_obj-51_obj-531_root,obj-40,button,1,1,370.0,451.0,obj-51_obj-531_root,standard,,button
629,obj-38_obj-51_obj-531_root,obj-38,newobj,2,2,370.0,409.0,obj-51_obj-531_root,standard,if $i1 == $i2 then bang else out2 $i1,if $i1 == $i2 then bang else out2 $i1
630,obj-36_obj-51_obj-531_root,obj-36,number,1,2,818.0,533.0,obj-51_obj-531_root,standard,,number
631,obj-33_obj-51_obj-531_root,obj-33,newobj,1,2,370.0,116.0,obj-51_obj-531_root,standard,t 0.2 1,t 0.2 1
632,obj-30_obj-51_obj-531_root,obj-30,newobj,5,4,818.0,509.0,obj-51_obj-531_root,standard,counter,counter
633,obj-29_obj-51_obj-531_root,obj-29,newobj,1,2,438.5,167.0,obj-51_obj-531_root,standard,t b f,t b f
634,obj-28_obj-51_obj-531_root,obj-28,newobj,3,1,438.5,211.0,obj-51_obj-531_root,standard,accum 0.2,accum 0.2
635,obj-25_obj-51_obj-531_root,obj-25,flonum,1,2,438.5,235.0,obj-51_obj-531_root,standard,,flonum
636,obj-21_obj-51_obj-531_root,obj-21,message,2,1,438.5,259.0,obj-51_obj-531_root,standard,threshold $1, bang
637,obj-17_obj-51_obj-531_root,obj-17,button,1,1,370.0,56.0,obj-51_obj-531_root,standard,,button
638,obj-9_obj-51_obj-531_root,obj-9,newobj,1,3,370.0,292.0,obj-51_obj-531_root,standard,fluid.bufnoveltyslice~ @source novVoice @indices slices @kernelsize 33 @filtersize 3 @blocking 0,fluid.bufnoveltyslice~ @source novVoice @indices slices @kernelsize 33 @filtersize 3 @blocking 0
639,obj-5_obj-51_obj-531_root,obj-5,newobj,1,2,429.0,357.0,obj-51_obj-531_root,standard,buffer~ slices,buffer~ slices
640,obj-51_obj-531_root,obj-51,newobj,2,2,827.5,654.5,obj-531_root,abstraction,lh.noveltySliceNumber,lh.noveltySliceNumber
641,obj-81_obj-531_root,obj-81,newobj,1,1,377.0,154.0,obj-531_root,standard,deferlow,deferlow
642,obj-80_obj-531_root,obj-80,newobj,3,1,284.0,389.0,obj-531_root,standard,record~ novVoice,record~ novVoice
643,obj-57_obj-531_root,obj-57,message,2,1,429.0,206.0,obj-531_root,standard,append 1,append 1
644,obj-96_obj-531_root,obj-96,newobj,1,1,377.0,125.0,obj-531_root,standard,loadbang,loadbang
645,obj-24_obj-531_root,obj-24,newobj,0,1,937.0,491.0,obj-531_root,standard,r openCat,r openCat
646,obj-65_obj-531_root,obj-65,newobj,1,3,937.0,521.0,obj-531_root,standard,change,change
647,obj-67_obj-531_root,obj-67,newobj,2,1,937.0,550.307495,obj-531_root,standard,/ 127.,/ 127.
648,obj-66_obj-531_root,obj-66,newobj,2,1,661.0,102.0,obj-531_root,standard,* 6,* 6
649,obj-63_obj-531_root,obj-63,newobj,2,1,661.0,76.0,obj-531_root,standard,% 12,% 12
650,obj-61_obj-531_root,obj-61,newobj,2,1,661.0,196.0,obj-531_root,standard,!/ 1.,!/ 1.
651,obj-58_obj-531_root,obj-58,newobj,1,1,661.0,136.0,obj-531_root,standard,expr pow(2.\,$f1/12)
652,obj-60_obj-531_root,obj-60,flonum,1,2,661.0,165.0,obj-531_root,standard,,flonum
653,obj-56_obj-531_root,obj-56,newobj,1,3,661.0,42.0,obj-531_root,standard,notein "Xkey Xkey  ",notein "Xkey Xkey  "
654,obj-10_obj-531_root,obj-10,newobj,6,1,540.0,260.0,obj-531_root,standard,scale 100. 1000. 1. 0.00625,scale 100. 1000. 1. 0.00625
655,obj-6_obj-531_root,obj-6,newobj,1,1,544.0,15.0,obj-531_root,standard,loadmess 0.1,loadmess 0.1
656,obj-43_obj-531_root,obj-43,newobj,1,0,475.0,621.0,obj-531_root,standard,send~ toSlice,send~ toSlice
657,obj-28_obj-531_root,obj-28,flonum,1,2,544.0,49.0,obj-531_root,standard,,flonum
658,obj-40_obj-531_root,obj-40,newobj,1,4,659.0,15.0,obj-531_root,standard,autopattr,autopattr
659,obj-100_obj-531_root,obj-100,newobj,1,2,498.5,380.692505,obj-531_root,standard,edge~,edge~
660,obj-99_obj-531_root,obj-99,newobj,2,1,498.5,352.692505,obj-531_root,standard,<~ 0.,<~ 0.
661,obj-98_obj-531_root,obj-98,newobj,1,1,498.5,321.5,obj-531_root,standard,delta~,delta~
662,obj-50_obj-531_root,obj-50,newobj,2,1,498.5,290.0,obj-531_root,standard,rate~ 0.5,rate~ 0.5
663,obj-44_obj-531_root,obj-44,newobj,2,1,584.0,389.0,obj-531_root,standard,*~ 1.,*~ 1.
664,obj-3_obj-531_root,obj-3,newobj,0,1,540.0,226.0,obj-531_root,standard,r playbackVoc,r playbackVoc
665,obj-19_obj-531_root,obj-19,newobj,1,3,525.0,114.0,obj-531_root,standard,change,change
666,obj-16_obj-531_root,obj-16,toggle,1,1,525.0,171.0,obj-531_root,standard,,toggle
667,obj-14_obj-531_root,obj-14,newobj,2,2,584.0,327.0,obj-531_root,standard,line~,line~
668,obj-13_obj-531_root,obj-13,message,2,1,326.0,206.0,obj-531_root,standard,loop 1,loop 1
669,obj-9_obj-531_root,obj-9,toggle,1,1,525.0,142.0,obj-531_root,standard,,toggle
670,obj-20_obj-531_root,obj-20,message,2,1,377.0,206.0,obj-531_root,standard,reset,reset
671,obj-5_obj-531_root,obj-5,newobj,1,1,284.0,121.0,obj-531_root,standard,receive~ in3,receive~ in3
672,obj-38_obj-531_root,obj-38,newobj,2,1,525.0,84.0,obj-531_root,standard,> 0.1,> 0.1
673,obj-37_obj-531_root,obj-37,flonum,1,2,451.0,47.0,obj-531_root,standard,,flonum
674,obj-35_obj-531_root,obj-35,newobj,2,1,451.0,15.0,obj-531_root,standard,peakamp~ 10,peakamp~ 10
675,obj-2_obj-531_root,obj-2,newobj,3,1,288.0,352.692505,obj-531_root,standard,record~ shortVoice,record~ shortVoice
676,obj-1_obj-531_root,obj-1,newobj,1,2,19.0,142.0,obj-531_root,standard,buffer~ shortVoice 2000,buffer~ shortVoice 2000
677,obj-21_obj-531_root,obj-21,message,2,1,584.0,296.0,obj-531_root,standard,10, 210 200
678,obj-23_obj-531_root,obj-23,newobj,1,2,584.0,359.0,obj-531_root,standard,play~ shortVoice,play~ shortVoice
679,obj-531_root,obj-531,newobj,0,3,636.0,-259.0,root,abstraction,lh.techno2,lh.techno2
680,obj-5_obj-525_root,obj-5,inlet,0,1,59.0,30.0,obj-525_root,standard,,inlet
